19.6614872555,21.0809560678,34.922231063,61.4556019435,28.682300041,17.1679202979,1.55815789225
20.6587889246,25.0120270863,35.3350214773,65.647377379,24.8891431914,18.0461080403,1.57139708135
19.3529270795,19.8787977187,29.6969247422,66.6226334264,27.6876704657,15.6498716897,1.55257492124
18.3266782367,20.7415766124,33.1686844055,61.388228818,24.8909753633,17.4983685523,1.5491115859
21.6607180573,23.7674262841,35.6364994897,63.6404966859,25.4724076016,17.4718187996,1.56648105562
20.8258232255,22.166313292,37.6219048562,58.423783246,25.9211593968,17.4799301671,1.55686117516
18.5249279218,19.1899422025,37.9555571015,55.5424096224,24.5252914345,18.5606647602,1.54559954233
17.0149357168,20.1613071941,39.1222092081,58.1054252127,26.354015118,17.3507801667,1.55228039201
19.3016943135,21.9748104105,31.1723109869,61.7423469815,26.3359320211,16.4181470995,1.54852651783
20.4290421437,24.7062176025,33.7824116731,62.9692765376,29.4810930379,17.6294101823,1.56743626152
20.4062484962,23.1278895818,34.3638720361,61.0265702835,25.7580070443,18.620581725,1.55975157039
20.2092854155,20.7126315765,34.7803453109,55.8840346848,27.3498145579,16.3579938396,1.54326835011
17.7061914823,23.635577632,38.3452362223,55.9483410958,25.3837138985,19.4888138483,1.55610828995
18.3676467695,23.3109930937,34.7043030057,58.5663998492,26.1091357627,17.9899432172,1.55268041016
18.5635432473,20.732693244,31.3928087644,53.3926221998,26.8109330418,17.5170160223,1.53267198632
19.868907949,23.8250880376,33.8436419275,64.3848651976,25.7366347282,17.6676586942,1.56389694746
19.4807058446,21.3821532297,38.4255746306,62.323744899,27.6852277969,18.0607869098,1.56706192894
19.5212776289,22.2144542184,35.7517580076,62.9712500934,25.8437919209,16.9926023507,1.56025907075
19.8971798651,21.9354447624,35.4889436794,59.0568075856,28.4477025124,18.4686973993,1.55850310483
19.1733971944,19.9651085369,33.8438252411,60.8250549799,28.3549512864,16.4592170294,1.55084126682
18.5408503079,21.3300208534,33.2884613302,65.3368243596,28.004169108,19.143732924,1.56591496871
19.291918035,20.1160717007,34.6169169164,53.1797959861,26.3072643705,17.623996408,1.53730478999
19.1895651437,20.6789334259,33.1393169785,59.467815469,27.3940322871,17.097103562,1.54821393303
