20.9824986466,26.7856770178,31.0208284842,62.3109702788,28.2486504018,17.6435780131,1.56679619829
20.7598197445,25.1910836146,35.2763640365,60.6866315463,27.3168115084,17.9702938719,1.56696937086
20.0106387262,28.04,35.9285318512,61.7528627982,29.6226544101,18.4455791574,1.58272009734
18.5214625329,22.1098050921,32.1478715954,66.3566935173,27.3371893942,16.3543405356,1.57359281451
18.2110818818,23.0739040593,34.3697208722,60.4984142649,28.1333121967,17.5460695692,1.56388725912
19.5600770486,25.9656333834,35.948680024,56.6380855149,26.4668819269,16.3288946677,1.56280285431
20.0741400056,23.3209439332,42.1,62.170830179,28.1274114857,18.6444763064,1.58209273537
18.7027386294,20.4023324877,36.5951091232,58.4084408071,27.4281919988,15.7779967363,1.54852213702
22.5241817129,22.9734908808,35.6265081484,60.9199545578,26.4910960586,15.300431401,1.55384784016
17.7728954544,24.3420394452,35.3535553999,62.515795711,27.2526523392,16.0879833307,1.56870068578
21.1577090917,23.4603619484,33.3851756127,62.9431202943,30.5134576344,16.8180682449,1.56808936272
18.2731615523,21.4767498966,33.9197382368,54.8556761765,26.3082739869,15.7396553804,1.53177751682
18.7166734745,27.5438242506,33.8330687383,63.4211910093,27.1255346275,18.3411668712,1.57351788943
18.3926768066,24.9774241177,39.4854609542,58.449246141,26.5947265418,18.6437371679,1.5552430342
18.6248114041,23.0512768859,32.1702480147,60.0297195176,28.4834784437,17.2189551434,1.55159526796
19.0313990329,22.4481991291,37.330233317,52.195455578,27.1874626486,17.2385661765,1.54651378748
22.3770861228,20.4493743499,33.7049930327,63.3785718994,27.3218499285,15.8498590215,1.56492108438
18.1730301312,22.3180986076,33.3762696853,64.8061023227,26.8497036674,16.4153456239,1.55521118727
19.9560878691,21.0460839144,37.7533797184,58.5432439931,25.8539603027,17.1055528907,1.55120404781
19.5669805237,22.6017835172,36.5121430768,66.3684542661,25.3993544432,16.9528397622,1.57042545873
20.5408460976,26.576521084,32.35368155,58.5571479497,23.9219412496,18.4485521611,1.56036640127
19.3050359659,25.220886664,30.9232137344,62.0104179165,26.851382454,16.0076368064,1.5632816115
22.0021007509,22.2801111247,34.8923279584,59.1742768719,26.6007366955,16.9148376775,1.56500389575
18.6773213214,25.1599493182,33.6308836471,59.6055665771,26.9450374767,16.3753085386,1.54529761688
20.5200736994,23.8126110649,35.2832894562,63.2586169063,27.4591882533,16.0890874507,1.57248828289
18.8938387645,20.7732141823,31.614632534,58.7640593401,27.8338340765,17.542979273,1.56055222264
20.4134767815,23.9583868555,31.5860383169,63.5154620502,25.5735425084,17.8490740052,1.58248361667
20.9843012624,23.2419409116,36.1202601477,59.4784399273,24.0423537155,18.2023658723,1.56466843298
19.3991272236,20.1929500799,37.7288941445,59.8158486603,27.9791360015,18.1141637155,1.5658549797
18.7801727955,20.8298396493,35.4891834307,59.9277356827,24.2485233561,17.1837706071,1.55014885637
19.5163213845,24.0091488873,35.0489149091,50.2541245129,27.8424916108,18.0076565448,1.54836648152
20.928293788,25.297274883,33.5845944633,58.717901273,26.7974694651,16.1016347973,1.54990391637
19.5885007451,22.7774340262,32.5564892724,60.9758745481,26.4508604997,18.8367690971,1.55863243632
19.1074610011,19.9540645776,34.1578101292,56.8500321939,25.8738099454,19.0425349901,1.55964250806
19.4967401786,21.5219998931,34.1409094239,58.3069047834,26.8996248824,17.2682642165,1.54962622536
18.6884114674,25.3469738264,33.4821027699,62.668782869,26.7566501796,16.9967431533,1.55734035728
18.7712643995,24.4993599377,34.3907942729,60.5857736299,26.1820025309,17.3491287909,1.55592215187
22.1384705158,22.0338904152,34.9877756841,58.1787517241,28.8996329889,18.2791195722,1.55609686697
19.2547998769,21.4522788601,34.7901250778,58.2177944139,26.0967396243,16.5127469571,1.55480928767
20.2397858964,22.2254529274,34.8526433507,59.186682435,26.6569955615,15.9861820171,1.55686041926
17.7924822772,27.4890165379,32.4497837259,60.4953646782,27.8403634436,18.2780527459,1.55906715656
19.5071063429,22.1207391101,32.2701501598,62.6379497523,27.9343168972,16.921681794,1.56801596835
19.0137671472,24.0961691383,31.821157999,62.8790522641,27.0292622685,18.0093817775,1.55484724285
18.6402898602,23.4331321094,34.0110261051,64.3411886316,25.7528997158,17.6445482478,1.56716256128
17.5544484123,19.8052184854,35.7286184951,65.8780586831,27.1374563475,17.4468777419,1.57369597696
21.0816485212,25.3689111972,28.85859266,69.5883811949,25.2174349722,18.3651544474,1.5611343648
18.6949918064,24.0904513151,30.0881504309,64.3913508409,24.2989824911,17.0439324898,1.55267834617
18.7033247585,25.0376717895,39.0660826509,56.7539991425,26.9000741453,17.0739206322,1.56642361246
17.8750754127,20.1018951206,37.8325182315,67.740909217,26.5868837865,17.1509308565,1.57390794206
20.1675854267,22.477384626,35.5532629497,63.7962949452,27.0582388779,17.8092424244,1.56101535334
19.8565385182,20.5462881421,31.3805337368,56.1672823754,27.254743106,16.2721194758,1.53432989698
18.0889234698,22.900196523,33.4195869859,64.0666016739,24.6005067774,17.1276092854,1.55397576354
18.7191934258,23.3444118672,34.9372866289,58.9133540862,27.1527214247,19.4547345111,1.55753045103
20.300368547,24.9225851894,34.3857784856,62.7021252665,25.4132147228,17.1949168945,1.56371008523
20.5366446065,25.3515796976,33.687333704,57.707942695,26.0488068088,18.839180024,1.55885722841
18.8447401714,21.7164017583,33.8735084829,63.662099024,27.0237045598,17.694923247,1.56684517815
20.3859935393,21.2755102788,35.1737302255,57.8717157593,25.0119180685,17.4045178549,1.54348304111
19.1344475512,21.4674996292,34.4498571298,60.8771889274,26.3332526488,18.91125442,1.55707088839
19.1634971834,22.486834754,32.9220646531,56.0722850367,27.252432093,16.5315314519,1.55788952366
19.0453364682,26.2148423851,37.9259063572,68.1188843695,27.9870725853,16.800055906,1.58319638917
17.5962756177,26.7931984458,37.2856056607,70.5702568137,27.4653621643,17.3816461779,1.59053174974
20.6876853002,24.122325841,36.7296684079,57.8854502476,26.5862204614,17.3433094629,1.5667816885
18.0592647197,21.9108045849,35.9218731134,62.3254902793,28.6192507966,18.6622127921,1.56408936696
18.4760066713,27.4413458672,35.8568308938,69.7904717172,25.7549746513,19.1948210089,1.59728244957
16.8563057826,25.4376553652,35.8736056544,60.59761652,24.5836522817,17.1807901244,1.55388582029
19.5605923322,25.1836060373,35.2862504322,65.2038175369,25.0774430857,17.7164213193,1.55771024836
20.3191194772,25.6104147409,33.6507944947,57.3625444721,27.3337832793,15.8710469054,1.55600667508
17.3852701859,20.6970390956,37.6703740878,62.2004530785,30.9546859564,16.9563513658,1.56456477274
18.8970505659,18.8820152797,35.663153138,62.8134831106,29.3246878141,16.7115151132,1.5632963344
21.4290247539,26.385140359,34.6015170874,56.358515121,26.3258872806,18.5406944799,1.55317348087
20.6932344897,23.6817174855,33.7423721052,55.380214661,22.0036363517,17.0420006879,1.54406508783
